Rank,Mountain,MountainLink,Height,Drop,lat,lon,rangeac,Range,Region,Country,Firstascent,MountainImgSrc
302,Platthorn,/wiki/Platthorn,3246,361,46.16638888888889,7.861111111111111,Mischabel,I/B-09.V-A,Valais,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/RoyLindmanMettelhorn_004.jpg/280px-RoyLindmanMettelhorn_004.jpg
303,Tofana di Mezzo,/wiki/Tofana_di_Mezzo,3244,1369,46.551111111111105,12.065555555555557,Dolomites - NE,II/C-31.I-D,Belluno,IT,1863,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Tofana.jpg/250px-Tofana.jpg
304,Hohe Fürleg,noPage,3244,410,47.141666666666666,12.362777777777778,Venediger Group,II/A-17.II-A,E-Tyrol/Salzburg,AT,1894,noImg
305,Piz Bacun,/wiki/Piz_Bacun,3244,306,46.342222222222226,9.682222222222222,Bregaglia Range,II/A-15.III-B,Graubünden,CH,1883,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Switzerland_relief_location_map.jpg/248px-Switzerland_relief_location_map.jpg
306,Wildstrubel,/wiki/Wildstrubel,3243,815,46.400277777777774,7.528611111111111,Bernese Alps,I/B-12.II-F,Bern/Valais,CH,1855,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Wildstrubel_NW.jpg/285px-Wildstrubel_NW.jpg
307,Tête de Soulaure / Pic Félix Neff (it),noPage,3243,508,44.7625,6.415,Massif des Écrins,I/A-05.III-C,Hautes-Alpes,FR,,noImg
308,Hochschober,/wiki/Hochschober,3242,433,46.942499999999995,12.698333333333334,Schober Group,II/A-17.II-D,East Tyrol,AT,1852,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/HochschoberFromS.jpg/282px-HochschoberFromS.jpg
309,Titlis,/wiki/Titlis,3238,978,46.77194444444444,8.437777777777779,Urner Alps,I/B-12.I-B,Bern/Obwalden,CH,1739,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Titlis_W.jpg/285px-Titlis_W.jpg
310,Grand Golliat,/wiki/Grand_Golliat,3238,313,45.85916666666667,7.101666666666667,Grand Combin Alps,I/B-09.I-A,Valais/Aosta,CH/IT,1879,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Grand_Golliat.jpg/280px-Grand_Golliat.jpg
311,Hoher Seeblaskogel,/wiki/Hoher_Seeblaskogel,3235,370,47.095555555555556,11.074722222222222,Stubai Alps,II/A-16.II-B,North Tyrol,AT,1881,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/HoherSeeblaskogelFromS.jpg/282px-HoherSeeblaskogelFromS.jpg
312,Pic des Houerts (it),noPage,3235,364,44.58777777777778,6.767222222222222,Southern Cottian Alps,I/A-04.I-B,AdHP/H-Alpes,FR,,noImg
313,Ofenhorn / Punta d'Arbola,/wiki/Ofenhorn,3235,334,46.38666666666666,8.31861111111111,Leone-Gotthard Alps,I/B-10.I-A,Valais/V-C-O,CH/IT,1864,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Ofenhorn.JPG/280px-Ofenhorn.JPG
314,Becca del Merlo,noPage,3234,331,45.84388888888889,7.470555555555555,Weisshorn-Matterhorn,I/B-09.II-B,Aosta Valley,IT,,noImg
315,Großer Muntanitz,/wiki/Gro%C3%9Fer_Muntanitz,3232,717,47.07361111111111,12.589166666666667,Granatspitze Group,II/A-17.II-B,East Tyrol,AT,1871,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Muntanitz_-_Gro%C3%9Fer_Muntanitz_vom_Kleinen_Muntanitz.jpg/280px-Muntanitz_-_Gro%C3%9Fer_Muntanitz_vom_Kleinen_Muntanitz.jpg
316,Le Péouvou,noPage,3232,488,44.63027777777778,6.883611111111111,Southern Cottian Alps,I/A-04.I-A,AdHP/H-Alpes,FR,1888,noImg
317,Corno di Dosdè,/wiki/Corno_di_Dosd%C3%A8,3232,302,46.407777777777774,10.169722222222221,Livigno Alps,II/A-15.IV-B,Sondrio,IT,1866,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Alps_location_map.png/248px-Alps_location_map.png
318,Hoher Riffler,/wiki/Hoher_Riffler_(Zillertal_Alps),3231,321,47.08111111111111,11.704444444444444,Zillertal Alps,II/A-17.I-A,North Tyrol,AT,1853,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Austria_relief_location_map.jpg/248px-Austria_relief_location_map.jpg
319,Augstenberg/Piz Blaisch Lunga,/wiki/Augstenberg,3230,432,46.864444444444445,10.203888888888889,Silvretta,II/A-15.VI-A,N-Tyrol/Graub.,AT/CH,1881,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Kronenjoch_Blick_zum_Pass_Futsch%C3%B6l.jpg/280px-Kronenjoch_Blick_zum_Pass_Futsch%C3%B6l.jpg
320,Piz Vadret,/wiki/Piz_Vadret,3229,660,46.68694444444444,9.962777777777777,Albula Alps,II/A-15.II-B,Graubünden,CH,1867,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Piz_Vadret_von_Westen.jpg/280px-Piz_Vadret_von_Westen.jpg
321,Grand Galibier,/wiki/Grand_Galibier,3228,635,45.06388888888888,6.434166666666667,Massif des Cerces,I/A-04.III-A,H-Alpes/Savoy,FR,1877,Error
322,Tofana di Rozes,/wiki/Tofana_di_Rozes,3225,664,46.536944444444444,12.051111111111112,Dolomites - NE,II/C-31.I-D,Belluno,IT,1864,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Tofana_di_Rozes.jpg/280px-Tofana_di_Rozes.jpg
323,Hintere Stangenspitze (sv),noPage,3225,465,47.05722222222222,11.976111111111111,Zillertal Alps,II/A-17.I-B,North Tyrol,AT,1891,noImg
324,Monte Gavia,/wiki/Monte_Gavia,3223,309,46.35416666666667,10.4725,Ortler Alps,II/C-28.I-B,Brescia/Sondrio,IT,1891,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Passo_del_Gavia.jpg/280px-Passo_del_Gavia.jpg
325,Rocca Bernauda /Roche Bernaude,/wiki/Rocca_Bernauda,3222,682,45.10138888888889,6.6275,Massif des Cerces,I/A-04.III-A,H-Alpes/Turin,FR/IT,1882,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Rocca_Bernauda_e_Punta_Baldassarre.jpg/280px-Rocca_Bernauda_e_Punta_Baldassarre.jpg
326,Monte Cristallo,/wiki/Monte_Cristallo,3221,1416,46.57527777777778,12.200555555555555,Dolomites - NE,II/C-31.I-D,Belluno,IT,1865,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Cortina_Pasqua_2007_-_Cristallo.jpg/288px-Cortina_Pasqua_2007_-_Cristallo.jpg
327,Monte Civetta,/wiki/Monte_Civetta,3220,1454,46.38,12.053333333333335,Dolomites - SE,II/C-31.II-A,Belluno,IT,1860,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Monte_Civetta.jpg/280px-Monte_Civetta.jpg
328,Tour Sallière,/wiki/Tour_Salli%C3%A8re,3220,726,46.12694444444445,6.924722222222223,Chablais Alps,I/B-08.II-A,Valais,CH,1858,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/TourSalli%C3%A8re.jpg/280px-TourSalli%C3%A8re.jpg
329,Vorderes Plattenhorn: Ostgipfel,/wiki/Plattenh%C3%B6rner,3220,300,46.809999999999995,10.033055555555556,Silvretta,II/A-15.VI-A,Graubünden,CH,1868,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Switzerland_relief_location_map.jpg/248px-Switzerland_relief_location_map.jpg
330,Vogelberg,/wiki/Vogelberg,3218,303,46.47833333333333,9.065277777777778,Adula Alps,I/B-10.III-B,Graub./Ticino,CH,1864,Error
331,Monte del Forno,/wiki/Monte_del_Forno,3214,446,46.33833333333334,9.724722222222223,Bregaglia Range,II/A-15.III-B,Graub./Sondrio,CH/IT,1876,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Cavloc.jpg/280px-Cavloc.jpg
332,Bec de l'Âne,noPage,3213,372,45.61555555555556,6.983888888888889,Graian Alps - Central,I/B-07.III-B,Savoy,FR,,noImg
333,Le Métailler,/wiki/Le_M%C3%A9tailler,3213,302,46.10388888888889,7.360277777777777,Grand Combin Alps,I/B-09.I-D,Valais,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Switzerland_relief_location_map.jpg/248px-Switzerland_relief_location_map.jpg
334,Piz Medel,/wiki/Piz_Medel,3211,952,46.61833333333333,8.911111111111111,Adula Alps,I/B-10.III-A,Graub./Ticino,CH,1865,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/PizMedel.JPG/280px-PizMedel.JPG
335,Scherbadung / Pizzo Cervandone,/wiki/Scherbadung,3211,716,46.32416666666667,8.223055555555556,Leone-Gotthard Alps,I/B-10.I-A,Valais/V-C-O,CH/IT,1886,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Monte_Cervandone_3211_m.a.s.l._in_Devero_Valley_-_Baceno_VB%2C_Piemonte_Italy_-_2018-10-03.jpg/280px-Monte_Cervandone_3211_m.a.s.l._in_Devero_Valley_-_Baceno_VB%2C_Piemonte_Italy_-_2018-10-03.jpg
336,Diablerets,/wiki/Diablerets,3210,968,46.303888888888885,7.188888888888889,Vaud Alps,I/B-12.III-A,Valais/Vaud,CH,1850,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Diablerets_3210_m.jpg/285px-Diablerets_3210_m.jpg
337,Gran Vernel (it),noPage,3210,314,46.442499999999995,11.832222222222223,Dolomites - NW,II/C-31.III-B,Trentino,IT,1879,noImg
338,Piz Timun /Pizzo d'Emet,/wiki/Piz_Timun,3209,823,46.466944444444444,9.409444444444444,Oberhalbstein Range,II/A-15.I-A,Graub./Sondrio,CH/IT,1884,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Piz_dil_Crot%2C_Pizzo_Crotto%2C_Piz_della_Pal%C3%B9_and_Piz_Timun-Pizzo_d%27Emet_as_seen_from_Piz_Miez-Cimalmotta.jpg/280px-Piz_dil_Crot%2C_Pizzo_Crotto%2C_Piz_della_Pal%C3%B9_and_Piz_Timun-Pizzo_d%27Emet_as_seen_from_Piz_Miez-Cimalmotta.jpg
339,Piz Cambrialas,/wiki/Piz_Cambrialas,3208,364,46.78944444444444,8.851944444444444,Glarus Alps,I/B-13.I-A,Graubünden,CH,1905,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Switzerland_relief_location_map.jpg/248px-Switzerland_relief_location_map.jpg
340,Pic du Thabor,/wiki/Pic_du_Thabor,3207,711,45.118611111111115,6.562222222222222,Massif des Cerces,I/A-04.III-A,Savoy,FR,1878,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Thabor.jpg/280px-Thabor.jpg
341,Hocheiser,noPage,3206,567,47.156388888888884,12.673333333333332,Glockner Group,II/A-17.II-C,Salzburg,AT,1871,noImg
342,Glödis,/wiki/Gl%C3%B6dis,3206,376,46.961111111111116,12.726111111111111,Schober Group,II/A-17.II-D,East Tyrol,AT,1871,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/GloedisFromS.jpg/282px-GloedisFromS.jpg
343,Pointe Haute de Mary (it),noPage,3206,326,44.57555555555556,6.894722222222222,Southern Cottian Alps,I/A-04.I-A,A-d-H-Provence,FR,1879,noImg
344,Punta Sorapiss,/wiki/Punta_Sorapiss,3205,1085,46.50694444444444,12.211666666666666,Dolomites - NE,II/C-31.I-D,Belluno,IT,1864,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Acquabona_%26_Sorapiss.JPG/280px-Acquabona_%26_Sorapiss.JPG
345,Piz Sesvenna,/wiki/Piz_Sesvenna,3204,1055,46.70583333333334,10.402777777777779,Sesvenna Range,II/A-15.V-B,Graubünden,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/20090816-Piz_Sesvenna.jpg/285px-20090816-Piz_Sesvenna.jpg
346,Kitzsteinhorn,/wiki/Kitzsteinhorn,3203,436,47.18805555555555,12.687777777777779,Glockner Group,II/A-17.II-C,Salzburg,AT,1828,Error
347,Schwarzhorn,/wiki/Schwarzhorn_(Mattertal),3201,308,46.21666666666667,7.756666666666667,Weisshorn-Matterhorn,I/B-09.II-D,Valais,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Switzerland_relief_location_map.jpg/248px-Switzerland_relief_location_map.jpg
348,Mastaunspitze,/wiki/Mastaunspitze,3200,455,46.69361111111111,10.8025,Ötztal Alps,II/A-16.I-A,South Tyrol,IT,1854,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Italy_relief_location_map.jpg/250px-Italy_relief_location_map.jpg
349,Piz Vadret,/wiki/Piz_Vadret_(Livigno_Alps),3199,308,46.50888888888889,9.950833333333332,Livigno Alps,II/A-15.IV-A,Graubünden,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/ValMuragl.jpg/280px-ValMuragl.jpg
350,Gross Spannort,/wiki/Gross_Spannort,3198,616,46.78666666666666,8.524444444444445,Urner Alps,I/B-12.I-B,Uri,CH,1867,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Spannort.jpg/280px-Spannort.jpg
351,Dreiländerspitze,/wiki/Dreil%C3%A4nderspitze,3197,306,46.850833333333334,10.14472222222222,Silvretta,II/A-15.VI-A,N-Tyr/Vor/Graub.,AT/CH,1853,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Silvretta_-_Dreilanderspitze.jpg/280px-Silvretta_-_Dreilanderspitze.jpg
352,Pointes de Pierre Brune,noPage,3196,354,45.378055555555555,6.856944444444444,Vanoise massif,I/B-07.II-A,Savoy,FR,,noImg
353,Mont Tondu,/wiki/Mont_Tondu,3196,301,45.763888888888886,6.7555555555555555,Mont Blanc massif,I/B-07.V-A,Savoy,FR,,Error
354,Bortelhorn/ Punta del Rebbio,/wiki/Bortelhorn,3193,430,46.29472222222222,8.125277777777779,Leone-Gotthard Alps,I/B-10.I-A,Valais/V-C-O,CH/IT,1869,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Alps_location_map.png/248px-Alps_location_map.png
355,Rocca Blancia (it),noPage,3193,328,44.49916666666667,6.8647222222222215,Southern Cottian Alps,I/A-04.I-A,AdHP/Cuneo,FR/IT,,noImg
356,Cima Vezzana,/wiki/Cima_Vezzana,3192,1273,46.28972222222222,11.830277777777777,Dolomites - S,II/C-31.IV-A,Belluno/Trentino,IT,1872,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Vezzana_from_Rolle.JPG/280px-Vezzana_from_Rolle.JPG
357,Pizzo Rotondo,/wiki/Pizzo_Rotondo,3192,752,46.5175,8.466111111111111,Leone-Gotthard Alps,I/B-10.I-B,Ticino/Valais,CH,1869,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Pizzo_Rotondo.jpg/280px-Pizzo_Rotondo.jpg
358,Hübschhorn I,/wiki/H%C3%BCbschhorn,3192,325,46.23694444444445,8.055277777777778,Leone-Gotthard Alps,I/B-10.I-A,Valais,CH,,Error
359,Scopi,/wiki/Scopi,3190,792,46.57166666666667,8.83,Adula Alps,I/B-10.III-A,Graub./Ticino,CH,1782,Error
360,Löffelspitze (de),noPage,3190,303,47.0175,12.164444444444445,Venediger Group,II/A-17.II-A,East Tyrol,AT,1877,noImg
361,Spechhorn / Pizzo d'Antigine,/wiki/Spechhorn,3189,355,46.01222222222222,8.001111111111111,Weissmies Alps,I/B-09.V-B,Valais/V-C-O,CH/IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/SpechhornFromNW.JPG/280px-SpechhornFromNW.JPG
362,Gleirscher Fernerkogel,/wiki/Gleirscher_Fernerkogel,3189,321,47.11416666666667,11.063611111111111,Stubai Alps,II/A-16.II-B,North Tyrol,AT,1883,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Gleirscher_Fernerkogel_S.JPG/282px-Gleirscher_Fernerkogel_S.JPG
363,Piz Surlej,/wiki/Piz_Surlej,3188,433,46.45333333333333,9.843055555555557,Bernina Range,II/A-15.III-A,Graubünden,CH,1846,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/AD2008June23_Silvaplana-Surlej.jpg/280px-AD2008June23_Silvaplana-Surlej.jpg
364,Gross Windgällen,/wiki/Gross_Windg%C3%A4llen,3187,552,46.80722222222222,8.732222222222223,Glarus Alps,I/B-13.I-A,Uri,CH,1848,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Gross_Ruchen_from_Kr%C3%B6ntenh%C3%BCtte.jpg/285px-Gross_Ruchen_from_Kr%C3%B6ntenh%C3%BCtte.jpg
365,Mont Glacier,/wiki/Mont_Glacier,3186,355,45.63138888888889,7.539722222222222,Gran Paradiso Alps,I/B-07.IV-C,Aosta Valley,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Monte_Glacier.JPG/280px-Monte_Glacier.JPG
366,Becca di Tey,noPage,3186,301,45.586111111111116,7.094722222222222,Graian Alps - Central,I/B-07.III-A,Aosta Valley,IT,,noImg
367,Langkofel / Saslonch,/wiki/Langkofel,3181,1124,46.525,11.735277777777776,Dolomites - NW,II/C-31.III-A,South Tyrol,IT,1869,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Saslong_udu_da_Sacun_ora.jpg/280px-Saslong_udu_da_Sacun_ora.jpg
368,Piz Murtaröl,/wiki/Piz_Murtar%C3%B6l,3180,679,46.57027777777778,10.2875,Ortler Alps,II/A-15.V-A,Graub./Sondrio,CH/IT,1893,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Val_Mora_Piz_Murtaroel_Bernina.jpg/280px-Val_Mora_Piz_Murtaroel_Bernina.jpg
369,Piz Tasna,/wiki/Piz_Tasna,3179,371,46.85916666666667,10.252222222222223,Silvretta,II/A-15.VI-A,Graubünden,CH,1849,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Piz_Tasna.jpg/280px-Piz_Tasna.jpg
370,Piz Pisoc,/wiki/Piz_Pisoc,3173,922,46.74444444444445,10.279444444444445,Sesvenna Range,II/A-15.V-B,Graubünden,CH,1865,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Scuol_Cable_Car.JPG/280px-Scuol_Cable_Car.JPG
371,Corn da Tinizong /Tinzenhorn,/wiki/Corn_da_Tinizong,3173,474,46.611666666666665,9.671111111111111,Albula Alps,II/A-15.II-A,Graubünden,CH,1866,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Climbing_routes_Tinzenhorn_Piz_Mitgel.JPG/280px-Climbing_routes_Tinzenhorn_Piz_Mitgel.JPG
372,Pte de Paumont / Cima del Vallone,/wiki/Pointe_de_Paumont,3171,378,45.13944444444444,6.7283333333333335,Northern Cottian Alps,I/A-04.III-B,Savoy/Turin,FR/IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Cima_del_vallone_da_punta_bagn%C3%A0.jpg/280px-Cima_del_vallone_da_punta_bagn%C3%A0.jpg
373,Großer Fensterlekofel,noPage,3171,373,46.89222222222222,12.043055555555556,Rieserferner Group,II/A-17.III-A,South Tyrol,IT,1877,noImg
374,Pic du Clapier du Peyron,noPage,3169,556,44.93722222222222,6.076944444444444,Massif des Écrins,I/A-05.III-E,Isère,FR,1886,noImg
375,Hoher Riffler,/wiki/Hoher_Riffler_(Verwall_Group),3168,1341,47.11611111111111,10.370833333333334,Verwall,II/A-15.VI-C,North Tyrol,AT,1864,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Hoher_Riffler.JPG/280px-Hoher_Riffler.JPG
376,Monte Pelmo,/wiki/Monte_Pelmo,3168,1191,46.419444444444444,12.135,Dolomites - SE,II/C-31.II-A,Belluno,IT,1857,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Monte_Pelmo_da_val_Fiorentina_2.JPG/280px-Monte_Pelmo_da_val_Fiorentina_2.JPG
377,Piz Tavrü,/wiki/Piz_Tavr%C3%BC,3168,851,46.67916666666667,10.296111111111111,Sesvenna Range,II/A-15.V-B,Graubünden,CH,1893,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Swiss_National_Park_Piz_Nair_Buffalora.jpg/280px-Swiss_National_Park_Piz_Nair_Buffalora.jpg
378,Piz Vial,/wiki/Piz_Vial,3168,465,46.63194444444444,8.969166666666666,Adula Alps,I/B-10.III-A,Graubünden,CH,1873,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Surrein-Val_Sumvitg.JPG/280px-Surrein-Val_Sumvitg.JPG
379,Piz Plavna Dadaint,/wiki/Piz_Plavna_Dadaint,3167,490,46.70861111111111,10.223611111111111,Sesvenna Range,II/A-15.V-B,Graubünden,CH,1891,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/PizPlavnaDadaintValMinger.jpg/280px-PizPlavnaDadaintValMinger.jpg
380,Piz Albris,/wiki/Piz_Albris,3166,318,46.46416666666667,9.963333333333333,Livigno Alps,II/A-15.IV-A,Ticino/Sondrio,CH/IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Piz_Albris_from_St_Moritz.jpg/280px-Piz_Albris_from_St_Moritz.jpg
381,Piz Lagrev,/wiki/Piz_Lagrev,3165,855,46.44583333333333,9.722777777777777,Albula Alps,II/A-15.II-A,Graubünden,CH,1875,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Maloja_kirche.jpg/280px-Maloja_kirche.jpg
382,Piz Quattervals,/wiki/Piz_Quattervals,3165,471,46.62722222222222,10.095,Livigno Alps,II/A-15.IV-A,Graubünden,CH,1848,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Piz_Quattervals.jpg/280px-Piz_Quattervals.jpg
383,Tête de Sautron /Monte Sautron (it),noPage,3165,300,44.486666666666665,6.8775,Southern Cottian Alps,I/A-04.I-A,AdHP/Cuneo,FR/IT,1877,noImg
384,Rosa dei Banchi (it),noPage,3164,314,45.577222222222225,7.5325,Gran Paradiso Alps,I/B-07.IV-B,Aosta/Turin,IT,,noImg
385,Vieux Chaillol,/wiki/Vieux_Chaillol,3163,678,44.736111111111114,6.190555555555556,Massif des Écrins,I/A-05.V-A,Hautes-Alpes,FR,,https:undefined
386,Pizzo Stella,/wiki/Pizzo_Stella,3163,597,46.38166666666667,9.421388888888888,Oberhalbstein Range,II/A-15.I-A,Sondrio,IT,1859,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Campodolcino.jpg/280px-Campodolcino.jpg
387,Pointe Clairy (it),noPage,3162,979,45.244166666666665,6.873055555555556,Northern Cottian Alps,I/A-04.III-B,Savoy,FR,,noImg
388,Piz Mitgel,/wiki/Piz_Mitgel,3159,445,46.61416666666667,9.646666666666667,Albula Alps,II/A-15.II-A,Graubünden,CH,1867,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Piz_Mitgel_from_Riom.JPG/280px-Piz_Mitgel_from_Riom.JPG
389,Hausstock,/wiki/Hausstock,3158,655,46.87444444444444,9.065555555555557,Glarus Alps,I/B-13.II-A,Glarus/Graub.,CH,1832,Error
390,Monte Vallecetta,noPage,3156,493,46.411944444444444,10.400277777777777,Ortler Alps,II/C-28.I-B,Sondrio,IT,1867,noImg
391,Tête de Vautisse (fr),noPage,3156,434,44.70138888888889,6.485833333333334,Massif des Écrins,I/A-05.III-C,Hautes-Alpes,FR,1887,noImg
392,Pic Ouest de Combeynot (fr),noPage,3155,815,45.01222222222222,6.411111111111111,Massif des Écrins,I/A-05.III-A,Hautes-Alpes,FR,,noImg
393,Piz Prüna,/wiki/Piz_Pr%C3%BCna,3153,317,46.48722222222222,9.987222222222222,Livigno Alps,II/A-15.IV-A,Graubünden,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Switzerland_relief_location_map.jpg/248px-Switzerland_relief_location_map.jpg
394,Piz Boè,/wiki/Piz_Bo%C3%A8,3152,939,46.50888888888889,11.828055555555554,Dolomites - NW,II/C-31.III-A,Bell/S-Tyr/Tren,IT,1864,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Piz_Bo%C3%A8_from_forcella_Pordoi.jpg/280px-Piz_Bo%C3%A8_from_forcella_Pordoi.jpg
395,Piz Popena (it),noPage,3152,344,46.57638888888889,12.2075,Dolomites - NE,II/C-31.I-D,Belluno,IT,1870,noImg
396,Cima Brenta,/wiki/Cima_Brenta,3151,1499,46.17944444444444,10.899722222222222,Brenta Dolomites,II/C-28.IV-A,Trentino,IT,1871,Error
397,Piz Terri,/wiki/Piz_Terri,3149,390,46.6,9.034166666666666,Adula Alps,I/B-10.III-A,Graub./Ticino,CH,1802,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Piz_Terri_e_Michela.jpg/280px-Piz_Terri_e_Michela.jpg
398,Becs de Bosson,/wiki/Becs_de_Bosson,3149,362,46.16777777777777,7.518055555555556,Weisshorn-Matterhorn,I/B-09.II-C,Valais,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Becs_de_Bosson.JPG/280px-Becs_de_Bosson.JPG
399,Kuchenspitze,/wiki/Kuchenspitze,3148,575,47.04861111111111,10.23,Verwall,II/A-15.VI-C,North Tyrol,AT,1884,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Scheibler_mit_Ferner.jpg/288px-Scheibler_mit_Ferner.jpg
400,Zillerplattenspitze (sv),noPage,3148,300,47.10416666666667,12.129722222222222,Zillertal Alps,II/A-17.I-D,N-Tyrol/Salzburg,AT,1877,noImg
401,Croda Rossa / Hohe Gaisl,/wiki/Hohe_Gaisl,3146,1133,46.63472222222222,12.143611111111111,Dolomites - NE,II/C-31.I-B,Belluno/S-Tyrol,IT,1870,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Crodarossaampezzo4.JPG/280px-Crodarossaampezzo4.JPG
402,Flüela Schwarzhorn,/wiki/Fl%C3%BCela_Schwarzhorn,3146,609,46.73583333333333,9.941666666666666,Albula Alps,II/A-15.II-B,Graubünden,CH,1835,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Weg_Schwarzhorn.jpg/280px-Weg_Schwarzhorn.jpg
403,Monte Rafray,noPage,3146,343,45.647777777777776,7.510833333333333,Gran Paradiso Alps,I/B-07.IV-C,Aosta Valley,IT,,noImg
404,Piz Mundin,/wiki/Piz_Mundin,3146,342,46.92527777777777,10.430833333333332,Samnaun Alps,II/A-15.VI-B,Graubünden,CH,1849,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Piz_Mundin.JPG/280px-Piz_Mundin.JPG
405,Dreischusterspitze,/wiki/Dreischusterspitze,3145,1393,46.66888888888889,12.317222222222222,Sexten Dolomites,II/C-31.I-A,South Tyrol,IT,1869,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Gruppo_dei_Tre_Scarperi.jpg/280px-Gruppo_dei_Tre_Scarperi.jpg
406,Napfspitze (Ahrntal),/wiki/Napfspitze_(Ahrntal),3144,587,47.059999999999995,12.039722222222222,Zillertal Alps,II/A-17.I-B,N-Tyrol/S-Tyrol,AT/IT,1880,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/NapfspitzeAhrntalFromSW.jpg/282px-NapfspitzeAhrntalFromSW.jpg
407,Piz Tea Fondada/Monte Cornaccia,/wiki/Piz_Tea_Fondada,3144,319,46.54944444444444,10.308055555555557,Ortler Alps,II/A-15.V-A,Graub./Sondrio,CH/IT,1883,Error
408,Cime du Gélas / Monte Gelàs,/wiki/Cime_du_G%C3%A9las,3143,669,44.12305555555555,7.384722222222223,Maritime Alps,I/A-02.I-A,A-Marit/Cuneo,FR/IT,1864,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Gelas.jpg/280px-Gelas.jpg
